"Policy_ID","City","Safety_Package_Level","Exposure","Claim_Count","Claim_Amount","Pred_Frequency","Pred_Severity","Risk_Premium","Freq_vs_Baseline","Sev_vs_Baseline","Paradox_Flag"
10110,"Istanbul","2",0.68,0,0,0.113333178924378,56203.2113427214,6369.68860722931,1.0697987752177,2.29220437784677,"No_Effect"
10111,"Istanbul","1",0.6,0,0,0.127675304078908,42362.4643157146,5408.64051304074,1.20518002958605,1.72772024660178,"No_Effect"
10112,"Istanbul","2",0.9,1,20084.37,0.189757162015314,27185.4220633996,5158.62853893921,1.79119637726057,1.10873635115526,"No_Effect"
10113,"Diger","2",0.88,0,0,0.0685004649576222,19721.3407271922,1350.92100940036,0.64660423548522,0.804319583737312,"Frequency_Wins"
10114,"Antalya","1",0.54,0,0,0.0459391562745759,19081.5664617338,876.591063649296,0.433638706542136,0.778226886592749,"Frequency_Wins"
10115,"Izmir","0",0.95,1,13286.73,0.212180285296747,19029.0646466754,4037.59236566184,2.00285751701416,0.776085640791191,"No_Effect"
10116,"Diger","0",0.35,0,0,0.0321421828611673,42812.3171589299,1376.08132683262,0.30340336505203,1.74606714586199,"Paradox_Active"
10117,"Antalya","0",0.23,0,0,0.0240139472640702,19315.3522512293,463.837850347961,0.226677585637887,0.787761658669957,"Frequency_Wins"
10118,"Istanbul","0",0.6,0,0,0.117489635104014,18811.9908219898,2210.21393725565,1.10903328511517,0.767232453235303,"No_Effect"
10119,"Diger","0",0.31,0,0,0.0247268413947906,14615.0140624279,361.383134704289,0.233406888346439,0.596062011686595,"Frequency_Wins"
10120,"Ankara","1",0.38,0,0,0.0578229814306951,16808.2864035489,971.905232594211,0.545815049935808,0.685512922800392,"Frequency_Wins"
10121,"Antalya","1",0.12,0,0,0.0161153348482181,22158.7263028333,357.095294180177,0.152119314453805,0.903726463762657,"Frequency_Wins"
10122,"Diger","0",0.41,0,0,0.0412171757098106,18512.8226018513,763.046262065056,0.389065977949052,0.755031109441395,"Frequency_Wins"
10123,"Istanbul","0",1,0,0,0.190934834334245,18924.1630563406,3613.28193807664,1.80231291362139,0.771807310801428,"No_Effect"
10124,"Istanbul","0",0.5,0,0,0.123097651460299,20922.6606090442,2575.53038327424,1.16196967220229,0.853314483256199,"No_Effect"
10125,"Istanbul","2",0.15,0,0,0.025683162358798,24321.8579291553,624.662226062116,0.24243399766888,0.991948109203498,"Frequency_Wins"
10126,"Ankara","1",0.36,0,0,0.0614257407138355,20699.8646694341,1271.50451999614,0.579822985697317,0.844227923681755,"Frequency_Wins"
10127,"Antalya","1",0.58,0,0,0.0544109175693599,21140.0710791728,1150.25066489928,0.513607167173986,0.862181400635345,"Frequency_Wins"
10128,"Diger","2",0.82,0,0,0.0633039289107454,24550.9529705346,1554.17178153778,0.597551981316713,1.00129157275739,"Paradox_Active"
10129,"Istanbul","1",0.2,0,0,0.0479185519658171,21509.2564522299,1030.69242305227,0.452323041582044,0.877238339698813,"Frequency_Wins"
10130,"Ankara","2",0.64,0,0,0.0850726400804546,55057.3623235335,4683.87516872915,0.803035854340003,2.24547181443296,"Paradox_Active"
10131,"Ankara","0",0.8,1,27329.17,0.157983481181713,20771.7179289801,3281.58830854487,1.49127145533963,0.847158403135849,"No_Effect"
10132,"Istanbul","2",0.27,0,0,0.0601676491453177,24949.0950183867,1501.12839555948,0.567947338760685,1.01752948734071,"Paradox_Active"
10133,"Istanbul","0",0.6,0,0,0.152788351450824,18891.674055672,2886.42773511243,1.4422324759697,0.77048227211084,"No_Effect"
10134,"Istanbul","0",0.36,0,0,0.128692765963197,37972.1722715538,4886.74387925726,1.21478427335626,1.54866559112515,"No_Effect"
10135,"Diger","2",0.98,0,0,0.093002507878775,24266.9360521554,2256.88591138431,0.877889158013255,0.989708163052893,"Frequency_Wins"
10136,"Istanbul","2",0.31,0,0,0.0610823874186786,48814.4333144193,2981.70212733461,0.576581931858433,1.99085879742905,"Paradox_Active"
10137,"Ankara","1",0.95,1,3231.13,0.191663220620683,48424.9677068375,9281.28526914504,1.80918845319869,1.97497474473185,"No_Effect"
10138,"Bursa","0",0.39,0,0,0.047819549607364,18764.1011721418,897.290866838832,0.451388517351612,0.765279311014197,"Frequency_Wins"
10139,"Ankara","1",0.19,0,0,0.0271457506363741,20895.2191226448,567.216407795712,0.256239973666806,0.852195303519731,"Frequency_Wins"
10140,"Diger","2",0.72,0,0,0.0437881994305141,24337.657611993,1065.70220518552,0.413334934785598,0.992592487012237,"Frequency_Wins"
10141,"Diger","1",0.5,0,0,0.0442200123417912,43290.1060373507,1914.2890232491,0.417410995547254,1.7655533946481,"Paradox_Active"
10142,"Istanbul","2",0.14,0,0,0.0257840603495024,26775.3665831356,690.377667859619,0.24338641555658,1.09201255647225,"Paradox_Active"
10143,"Ankara","0",0.45,0,0,0.0704810342120085,43178.2134017167,3043.2451359798,0.665299648273297,1.76098994029875,"Paradox_Active"
10144,"Istanbul","1",0.25,0,0,0.0566896552574861,47381.6979540961,2686.05212253204,0.535117115195707,1.93242579712944,"Paradox_Active"
10145,"Istanbul","0",0.41,0,0,0.0846396864662823,18766.6242903512,1588.40119596584,0.798949026011675,0.765382214433188,"Frequency_Wins"
10146,"Istanbul","0",0.5,1,7351.11,0.106187060808544,19033.4973323171,2021.11113862602,1.00234360912745,0.776266424436656,"No_Effect"
10147,"Izmir","0",0.27,0,0,0.0562631699355359,19360.2150425091,1089.26706892521,0.531091343754363,0.789591352812289,"Frequency_Wins"
10148,"Ankara","2",0.21,0,0,0.0259732340097162,24196.0798826547,628.450444909978,0.245172104018872,0.986818349142856,"Frequency_Wins"
10149,"Istanbul","1",0.71,0,0,0.148032585489012,20781.3524170282,3076.31732825102,1.39734083303287,0.847551338257431,"No_Effect"
10150,"Istanbul","2",0.49,0,0,0.083447087919743,54625.1551695457,4558.31012606269,0.787691594811714,2.22784458092015,"Paradox_Active"
10151,"Diger","0",0.95,0,0,0.103565284611858,17052.3192344746,1766.02829481062,0.977595578667795,0.695465612513712,"Frequency_Wins"
10152,"Istanbul","1",0.27,1,22328.93,0.0748520132409046,17173.7755244254,1285.49167295062,0.70655912811843,0.700419113085854,"Frequency_Wins"
10153,"Istanbul","0",0.41,0,0,0.121276109830415,43228.5471637222,5242.59003363684,1.14477538697044,1.76304276373831,"No_Effect"
10154,"Ankara","2",0.6,0,0,0.0825924085431183,25125.0919282924,2075.14185722493,0.779623922493733,1.02470738479062,"Paradox_Active"
10155,"Diger","1",0.98,0,0,0.0998656105767021,21251.6830199479,2122.31230056963,0.942672824456908,0.866733407062605,"Frequency_Wins"
10156,"Istanbul","1",0.55,1,87002.71,0.134475079748682,42548.6133220526,5721.72816967884,1.26936592600507,1.73531218942971,"No_Effect"
10157,"Izmir","0",0.77,0,0,0.113923466718237,14652.9056142611,1669.30980507174,1.07537074597586,0.59760738923568,"No_Effect"
10158,"Bursa","0",0.58,0,0,0.107732738464524,17577.1644890952,1893.63606485161,1.01693390015203,0.716871019101558,"No_Effect"
10159,"Istanbul","1",0.24,0,0,0.0530234862605657,23421.4534264666,1241.88711396073,0.500510628905726,0.95522581000407,"Frequency_Wins"
10160,"Bursa","1",0.43,0,0,0.0610737138124689,21621.1525620686,1320.48408387151,0.576500058100122,0.881801935740899,"Frequency_Wins"
10161,"Ankara","0",0.31,0,0,0.0602504750606388,15060.3481184429,907.393128714783,0.568729166850285,0.614224615716054,"Frequency_Wins"
10162,"Izmir","2",0.13,0,0,0.018725895265116,22022.4692575447,412.390452796019,0.176761474526741,0.898169325864995,"Frequency_Wins"
10163,"Izmir","0",0.8,0,0,0.168194883144117,43148.1137479174,7257.29194972004,1.58766110412841,1.75976234926681,"No_Effect"
10164,"Ankara","2",0.24,0,0,0.0422210156753297,22720.3312775686,959.275463018906,0.398541638790997,0.926631087020906,"Frequency_Wins"
10165,"Istanbul","1",0.78,1,14699.79,0.146178091238445,16734.603965773,2446.23246534801,1.379835494378,0.682507841731084,"No_Effect"
10166,"Antalya","0",0.98,0,0,0.103281020097693,37847.6280832107,3908.9416367121,0.974912288284717,1.54358615301236,"Paradox_Active"
10167,"Istanbul","0",0.22,0,0,0.047170942614566,20833.7276260261,982.746570294776,0.445266047541108,0.84968742052902,"Frequency_Wins"
10168,"Istanbul","1",0.74,1,902.3,0.18190479003174,19322.9154807967,3514.93088333537,1.71707458865189,0.788070119121073,"No_Effect"
10169,"Istanbul","1",0.78,1,55476.1,0.16033586525171,21050.8600152051,3375.20785483055,1.51347658203606,0.858542996592343,"No_Effect"
10170,"Izmir","0",0.41,0,0,0.0610078347335606,21083.6295358093,1286.26658630427,0.575878198212334,0.859879476070905,"Frequency_Wins"
10171,"Izmir","0",0.97,0,0,0.159710216948406,42275.8641306526,6751.88743198785,1.50757082879642,1.72418832522969,"No_Effect"
10172,"Istanbul","0",0.17,0,0,0.0398051558745112,41803.8672745933,1664.00945302256,0.375737338403925,1.70493829958273,"Paradox_Active"
10173,"Ankara","0",0.61,0,0,0.127877977659497,37843.9268453051,4839.40483167157,1.20709314938328,1.54343520089543,"No_Effect"
10174,"Istanbul","1",0.71,1,4859.51,0.214009648362143,21681.642441482,4640.08067481526,2.02012563201246,0.884268968550843,"No_Effect"
10175,"Izmir","2",0.53,0,0,0.0559342529273981,23839.4745649425,1333.44319997177,0.527986560002652,0.972274477878298,"Frequency_Wins"
10176,"Istanbul","0",0.78,1,1822.08,0.208627672993612,19166.0980191579,3998.5784301044,1.96932293934867,0.781674440591261,"No_Effect"
10177,"Izmir","0",0.76,0,0,0.118586254150824,17070.8038302007,2024.36268156704,1.11938472609911,0.696219492411924,"No_Effect"
10178,"Ankara","1",0.11,0,0,0.017061730234648,23398.2720540098,399.215005742419,0.161052732142106,0.954280375710185,"Frequency_Wins"
10179,"Diger","0",0.88,0,0,0.0887450394026184,20924.489357716,1856.94463253018,0.83770115124818,0.853389067352223,"Frequency_Wins"
10180,"Istanbul","1",0.65,0,0,0.197648547681734,16490.320744897,3259.28794603486,1.86568643216619,0.672544940057869,"No_Effect"
10181,"Istanbul","1",0.64,0,0,0.156642331995218,47602.1746485446,7456.51564499166,1.47861179317615,1.941417768089,"No_Effect"
10182,"Istanbul","0",0.22,0,0,0.0686927375026184,17049.6607977099,1171.18787368577,0.648419175603348,0.695357190232412,"Frequency_Wins"
10183,"Diger","2",0.79,0,0,0.0512311241507917,27309.8183034569,1399.11269203997,0.483591781239216,1.11380975531198,"Paradox_Active"
10184,"Diger","1",0.46,0,0,0.0424312086347314,23858.7497345721,1012.35558775147,0.400525737116496,0.973060600719912,"Frequency_Wins"
10185,"Istanbul","1",0.61,1,12729,0.167818413080955,22158.7263028333,3718.64228403669,1.58410744741199,0.903726463762657,"No_Effect"
10186,"Izmir","0",0.87,0,0,0.119621173428342,19103.5391261772,2285.18776690756,1.1291537574282,0.779123024667903,"No_Effect"
10187,"Antalya","2",0.21,0,0,0.0211086606660516,24018.6579409643,507.001700129782,0.199253383178248,0.979582332877007,"Frequency_Wins"
10188,"Izmir","0",0.21,0,0,0.0362267526659925,44144.6139993724,1599.21601289097,0.341959309709762,1.80040383903831,"Paradox_Active"
10189,"Ankara","0",0.29,0,0,0.0626436897082106,18973.0434836308,1188.54144880895,0.591319710264882,0.773800861111966,"Frequency_Wins"
10190,"Istanbul","0",0.24,0,0,0.064429939047552,15276.883059462,984.288644357719,0.608180856961702,0.623055825319616,"Frequency_Wins"
10191,"Istanbul","0",0.38,0,0,0.105496560778713,19095.9503790745,2014.55708979332,0.995825693604276,0.778813523503903,"Frequency_Wins"
10192,"Diger","1",0.81,0,0,0.0836203310862934,21280.376631707,1779.47213958436,0.789326908751986,0.867903653760596,"Frequency_Wins"
10193,"Diger","1",0.94,0,0,0.0824441122773936,19167.6780182984,1580.26219863752,0.778224092673839,0.781738879630599,"Frequency_Wins"
10194,"Izmir","0",0.12,0,0,0.0160695508148937,19211.9251523076,308.727007486941,0.151687140016982,0.783543464668715,"Frequency_Wins"
10195,"Istanbul","2",0.82,1,5433.1,0.125970887646309,24676.9983471701,3108.58338623951,1.18909133755993,1.00643223567022,"No_Effect"
10196,"Istanbul","1",0.11,0,0,0.0314245126277342,19061.2126291925,598.989316965986,0.296628978733534,0.777396771320997,"Frequency_Wins"
10197,"Bursa","1",0.18,0,0,0.0213839655539681,23917.0492208288,511.441356690762,0.201852099941509,0.975438300044047,"Frequency_Wins"
10198,"Diger","2",0.27,0,0,0.0202212834926438,25063.7316677659,506.820823437448,0.190877062825483,1.02220485416213,"Paradox_Active"
